"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","745","Should successfully login with valid credentials via POST /api/admin/login","chromium","2026-08-19","passed","2026-08-19","API Tests - Admin","api-auth.spec.ts","",""
"","680","Should successfully login with valid credentials via POST /api/admin/login","webkit","2026-08-19","passed","2026-08-19","API Tests - Admin","api-auth.spec.ts","",""
"","830","TC-05: Should successfully submit contact message via POST /message/","firefox","2026-08-19","passed","2026-08-19","API Tests - Contact Messages","api-messages.spec.ts","",""
"","818","TC-05: Should successfully submit contact message via POST /message/","webkit","2026-08-19","passed","2026-08-19","API Tests - Contact Messages","api-messages.spec.ts","",""
"","294","Should fail with incorrect credentials via POST /api/auth/login","firefox","2026-08-19","passed","2026-08-19","API Tests - Admin","api-auth.spec.ts","",""
"","999","TC-05: Should successfully submit contact message via POST /message/","chromium","2026-08-19","passed","2026-08-19","API Tests - Contact Messages","api-messages.spec.ts","",""
"","3112","Successful room booking","firefox","2026-08-19","passed","2026-08-19","Room booking","room-booking.spec.ts","",""
"","302","Should fail with incorrect credentials via POST /api/auth/login","chromium","2026-08-19","passed","2026-08-19","API Tests - Admin","api-auth.spec.ts","",""
"","8447","TC-01:Successful contact form submission","webkit","2026-08-19","passed","2026-08-19","Contact Form","contact-form.spec.ts","",""
"","7673","Successful room booking","webkit","2026-08-19","passed","2026-08-19","Room booking","room-booking.spec.ts","",""
"","2851","TC-01:Successful contact form submission","chromium","2026-08-19","passed","2026-08-19","Contact Form","contact-form.spec.ts","",""
"","665","Should successfully login with valid credentials via POST /api/admin/login","firefox","2026-08-19","passed","2026-08-19","API Tests - Admin","api-auth.spec.ts","",""
"","316","Should fail with incorrect credentials via POST /api/auth/login","webkit","2026-08-19","passed","2026-08-19","API Tests - Admin","api-auth.spec.ts","",""
"","5343","Successful room booking","chromium","2026-08-19","passed","2026-08-19","Room booking","room-booking.spec.ts","",""
"","2903","TC-01:Successful contact form submission","firefox","2026-08-19","passed","2026-08-19","Contact Form","contact-form.spec.ts","",""
