"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","463","Should fail with incorrect credentials via POST /api/auth/login","chromium","2026-08-19","passed","2026-08-19","API Tests - Admin","api-auth.spec.ts","",""
"","818","TC-05: Should successfully submit contact message via POST /message/","firefox","2026-08-19","passed","2026-08-19","API Tests - Contact Messages","api-messages.spec.ts","",""
"","851","TC-05: Should successfully submit contact message via POST /message/","chromium","2026-08-19","passed","2026-08-19","API Tests - Contact Messages","api-messages.spec.ts","",""
"","2299","TC-01:Successful contact form submission","firefox","2026-08-19","passed","2026-08-19","Contact Form","contact-form.spec.ts","",""
"","706","Should successfully login with valid credentials via POST /api/admin/login","chromium","2026-08-19","passed","2026-08-19","API Tests - Admin","api-auth.spec.ts","",""
"","664","Should successfully login with valid credentials via POST /api/admin/login","firefox","2026-08-19","passed","2026-08-19","API Tests - Admin","api-auth.spec.ts","",""
"","831","TC-05: Should successfully submit contact message via POST /message/","webkit","2026-08-19","passed","2026-08-19","API Tests - Contact Messages","api-messages.spec.ts","",""
"","3167","TC-01:Successful contact form submission","webkit","2026-08-19","passed","2026-08-19","Contact Form","contact-form.spec.ts","",""
"","4970","Successful room booking","chromium","2026-08-19","passed","2026-08-19","Room booking","room-booking.spec.ts","",""
"","824","Should successfully login with valid credentials via POST /api/admin/login","webkit","2026-08-19","passed","2026-08-19","API Tests - Admin","api-auth.spec.ts","",""
"","3062","TC-01:Successful contact form submission","chromium","2026-08-19","passed","2026-08-19","Contact Form","contact-form.spec.ts","",""
"","339","Should fail with incorrect credentials via POST /api/auth/login","webkit","2026-08-19","passed","2026-08-19","API Tests - Admin","api-auth.spec.ts","",""
"","4032","Successful room booking","webkit","2026-08-19","passed","2026-08-19","Room booking","room-booking.spec.ts","",""
"","4010","Successful room booking","firefox","2026-08-19","passed","2026-08-19","Room booking","room-booking.spec.ts","",""
"","451","Should fail with incorrect credentials via POST /api/auth/login","firefox","2026-08-19","passed","2026-08-19","API Tests - Admin","api-auth.spec.ts","",""
