"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","465","REQ-AUTH-02 reject login when password does not match username","firefox","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","419","REQ-AUTH-04 reject request when username field is omitted","firefox","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","305","REQ-AUTH-03 reject login when username does not exist in the database","firefox","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","5294","Successful room booking","chromium","2026-08-21","passed","2026-08-21","Room booking","room-booking.spec.ts","",""
"","408","REQ-AUTH-05 Should reject request with empty payload","chromium","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","412","REQ-AUTH-05 Should reject request with empty payload","webkit","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","3232","TC-01:Successful contact form submission","firefox","2026-08-21","passed","2026-08-21","Contact Form","contact-form.spec.ts","",""
"","297","REQ-AUTH-03 reject login when username does not exist in the database","chromium","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","256","REQ-AUTH-04 reject request when username field is omitted","chromium","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","13959","TC-01:Successful contact form submission","webkit","2026-08-21","passed","2026-08-21","Contact Form","contact-form.spec.ts","",""
"","4267","TC-01:Successful contact form submission","chromium","2026-08-21","passed","2026-08-21","Contact Form","contact-form.spec.ts","",""
"","856","Should successfully login with valid credentials via POST /api/admin/login","webkit","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","449","REQ-AUTH-02 reject login when password does not match username","webkit","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","258","REQ-AUTH-04 reject request when username field is omitted","webkit","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","1102","TC-05: Should successfully submit contact message via POST /message/","webkit","2026-08-21","passed","2026-08-21","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","6701","Successful room booking","webkit","2026-08-21","passed","2026-08-21","Room booking","room-booking.spec.ts","",""
"","5314","Should successfully login with valid credentials via POST /api/admin/login","chromium","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","465","REQ-AUTH-02 reject login when password does not match username","chromium","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","1001","TC-05: Should successfully submit contact message via POST /message/","chromium","2026-08-21","passed","2026-08-21","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","313","REQ-AUTH-03 reject login when username does not exist in the database","webkit","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","628","REQ-AUTH-01 Should fail with incorrect credentials via POST /api/auth/login","chromium","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","485","REQ-AUTH-01 Should fail with incorrect credentials via POST /api/auth/login","firefox","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","3575","Successful room booking","firefox","2026-08-21","passed","2026-08-21","Room booking","room-booking.spec.ts","",""
"","306","REQ-AUTH-01 Should fail with incorrect credentials via POST /api/auth/login","webkit","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","846","Should successfully login with valid credentials via POST /api/admin/login","firefox","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","964","TC-05: Should successfully submit contact message via POST /message/","firefox","2026-08-21","passed","2026-08-21","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","406","REQ-AUTH-05 Should reject request with empty payload","firefox","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
