"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","228","Should fail with incorrect credentials via POST /api/auth/login","firefox","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","204","Should reject request with empty payload","webkit","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","647","Should successfully login with valid credentials via POST /api/admin/login","firefox","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","906","TC-05: Should successfully submit contact message via POST /message/","webkit","2026-08-21","passed","2026-08-21","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","875","Should successfully login with valid credentials via POST /api/admin/login","chromium","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","6478","Successful room booking","webkit","2026-08-21","passed","2026-08-21","Room booking","room-booking.spec.ts","",""
"","3185","TC-01:Successful contact form submission","firefox","2026-08-21","passed","2026-08-21","Contact Form","contact-form.spec.ts","",""
"","4910","Successful room booking","chromium","2026-08-21","passed","2026-08-21","Room booking","room-booking.spec.ts","",""
"","358","Should reject request with empty payload","firefox","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","1887","TC-01:Successful contact form submission","chromium","2026-08-21","passed","2026-08-21","Contact Form","contact-form.spec.ts","",""
"","3170","Successful room booking","firefox","2026-08-21","passed","2026-08-21","Room booking","room-booking.spec.ts","",""
"","762","Should successfully login with valid credentials via POST /api/admin/login","webkit","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","206","Should reject request with empty payload","chromium","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","732","TC-05: Should successfully submit contact message via POST /message/","firefox","2026-08-21","passed","2026-08-21","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","18826","TC-01:Successful contact form submission","webkit","2026-08-21","passed","2026-08-21","Contact Form","contact-form.spec.ts","",""
"","9297","TC-05: Should successfully submit contact message via POST /message/","chromium","2026-08-21","passed","2026-08-21","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","395","Should fail with incorrect credentials via POST /api/auth/login","chromium","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","432","Should fail with incorrect credentials via POST /api/auth/login","webkit","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
