"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3175","Successful room booking","firefox","2026-08-20","passed","2026-08-20","Room booking","room-booking.spec.ts","",""
"","7116","Successful room booking","webkit","2026-08-20","passed","2026-08-20","Room booking","room-booking.spec.ts","",""
"","986","TC-05: Should successfully submit contact message via POST /message/","chromium","2026-08-20","passed","2026-08-20","API Tests - Contact Messages","api-messages.spec.ts","",""
"","882","Should successfully login with valid credentials via POST /api/admin/login","webkit","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","847","Should successfully login with valid credentials via POST /api/admin/login","firefox","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","2838","TC-01:Successful contact form submission","chromium","2026-08-20","passed","2026-08-20","Contact Form","contact-form.spec.ts","",""
"","980","TC-05: Should successfully submit contact message via POST /message/","webkit","2026-08-20","passed","2026-08-20","API Tests - Contact Messages","api-messages.spec.ts","",""
"","935","Should successfully login with valid credentials via POST /api/admin/login","chromium","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","294","Should fail with incorrect credentials via POST /api/auth/login","webkit","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","482","Should fail with incorrect credentials via POST /api/auth/login","firefox","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","7516","TC-01:Successful contact form submission","webkit","2026-08-20","passed","2026-08-20","Contact Form","contact-form.spec.ts","",""
"","6032","Successful room booking","chromium","2026-08-20","passed","2026-08-20","Room booking","room-booking.spec.ts","",""
"","451","Should fail with incorrect credentials via POST /api/auth/login","chromium","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","966","TC-05: Should successfully submit contact message via POST /message/","firefox","2026-08-20","passed","2026-08-20","API Tests - Contact Messages","api-messages.spec.ts","",""
"","3022","TC-01:Successful contact form submission","firefox","2026-08-20","passed","2026-08-20","Contact Form","contact-form.spec.ts","",""
"","420","Should reject request with empty payload","webkit","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","424","Should reject request with empty payload","chromium","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","267","Should reject request with empty payload","firefox","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
