"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","265","REQ-AUTH-07 Should reject request with incorrect token","chromium","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","257","REQ-AUTH-01 Should fail with incorrect credentials via POST /api/auth/login","chromium","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","121","REQ-AUTH-06 Should reject request with empty payload","firefox","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","140","REQ-AUTH-03 Should reject login when username does not exist in the database","firefox","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","370","Should successfully validate valid token","chromium","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","116","REQ-AUTH-04 Should reject request when username field is omitted","firefox","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","156","REQ-AUTH-02 Should reject login when password does not match username","chromium","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","4972","TC-01:Successful contact form submission","webkit","2026-08-25","passed","2026-08-25","Contact Form","contact-form.spec.ts","",""
"","2463","Successful room booking","firefox","2026-08-25","passed","2026-08-25","Room booking","room-booking.spec.ts","",""
"","278","REQ-AUTH-01 Should fail with incorrect credentials via POST /api/auth/login","firefox","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","6214","Successful room booking","webkit","2026-08-25","passed","2026-08-25","Room booking","room-booking.spec.ts","",""
"","546","Should successfully login with valid credentials via POST /api/admin/login","firefox","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","172","REQ-AUTH-02 Should reject login when password does not match username","webkit","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","515","Should successfully login with valid credentials via POST /api/admin/login","webkit","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","2733","TC-01:Successful contact form submission","chromium","2026-08-25","passed","2026-08-25","Contact Form","contact-form.spec.ts","",""
"","183","REQ-AUTH-03 Should reject login when username does not exist in the database","chromium","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","173","REQ-AUTH-01 Should fail with incorrect credentials via POST /api/auth/login","webkit","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","3924","Successful room booking","chromium","2026-08-25","passed","2026-08-25","Room booking","room-booking.spec.ts","",""
"","148","REQ-AUTH-03 Should reject login when username does not exist in the database","webkit","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","286","REQ-AUTH-07 Should reject request with incorrect token","firefox","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","562","TC-05: Should successfully submit contact message via POST /message/","chromium","2026-08-25","passed","2026-08-25","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","250","REQ-AUTH-08 Should reject request with empty payload","chromium","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","258","REQ-AUTH-08 Should reject request with empty payload","webkit","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","2162","TC-01:Successful contact form submission","firefox","2026-08-25","passed","2026-08-25","Contact Form","contact-form.spec.ts","",""
"","283","Should successfully validate valid token","webkit","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","119","REQ-AUTH-05 Should reject request with empty payload","firefox","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","5000","Should successfully login with valid credentials via POST /api/admin/login","chromium","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","124","REQ-AUTH-04 Should reject request when username field is omitted","chromium","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","119","REQ-AUTH-05 Should reject request with empty payload","chromium","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","117","REQ-AUTH-06 Should reject request with empty payload","chromium","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","278","REQ-AUTH-07 Should reject request with incorrect token","webkit","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","173","REQ-AUTH-02 Should reject login when password does not match username","firefox","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","121","REQ-AUTH-06 Should reject request with empty payload","webkit","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","631","TC-05: Should successfully submit contact message via POST /message/","firefox","2026-08-25","passed","2026-08-25","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","280","Should successfully validate valid token","firefox","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","555","TC-05: Should successfully submit contact message via POST /message/","webkit","2026-08-25","passed","2026-08-25","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","119","REQ-AUTH-05 Should reject request with empty payload","webkit","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","119","REQ-AUTH-04 Should reject request when username field is omitted","webkit","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
"","269","REQ-AUTH-08 Should reject request with empty payload","firefox","2026-08-25","passed","2026-08-25","API Tests - Admin","api-auth.spec.ts","",""
