"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","500","REQ-AUTH-01 Should fail with incorrect credentials via POST /api/auth/login","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","1279","TC-05: Should successfully submit contact message via POST /message/","chromium","2026-08-22","passed","2026-08-22","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","3307","Successful room booking","firefox","2026-08-22","passed","2026-08-22","Room booking","room-booking.spec.ts","",""
"","4300","Successful room booking","chromium","2026-08-22","passed","2026-08-22","Room booking","room-booking.spec.ts","",""
"","414","REQ-AUTH-03 Should reject login when username does not exist in the database","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","340","REQ-AUTH-01 Should fail with incorrect credentials via POST /api/auth/login","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","3884","TC-01:Successful contact form submission","firefox","2026-08-22","passed","2026-08-22","Contact Form","contact-form.spec.ts","",""
"","295","REQ-AUTH-04 Should reject request when username field is omitted","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","905","TC-05: Should successfully submit contact message via POST /message/","webkit","2026-08-22","passed","2026-08-22","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","1064","TC-05: Should successfully submit contact message via POST /message/","firefox","2026-08-22","passed","2026-08-22","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","8077","Successful room booking","webkit","2026-08-22","passed","2026-08-22","Room booking","room-booking.spec.ts","",""
"","485","REQ-AUTH-03 Should reject login when username does not exist in the database","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","1174","Should successfully login with valid credentials via POST /api/admin/login","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","441","REQ-AUTH-04 Should reject request when username field is omitted","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","631","Should successfully validate valid token","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","364","REQ-AUTH-01 Should fail with incorrect credentials via POST /api/auth/login","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","485","REQ-AUTH-02 Should reject login when password does not match username","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","291","REQ-AUTH-05 Should reject request with empty payload","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","736","Should successfully login with valid credentials via POST /api/admin/login","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","379","REQ-AUTH-04 Should reject request when username field is omitted","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","1032","Should successfully login with valid credentials via POST /api/admin/login","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","286","REQ-AUTH-05 Should reject request with empty payload","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","330","REQ-AUTH-02 Should reject login when password does not match username","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","322","REQ-AUTH-03 Should reject login when username does not exist in the database","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","286","REQ-AUTH-05 Should reject request with empty payload","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","1316","Should successfully validate valid token","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","329","REQ-AUTH-02 Should reject login when password does not match username","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","633","Should successfully validate valid token","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","6275","TC-01:Successful contact form submission","webkit","2026-08-22","passed","2026-08-22","Contact Form","contact-form.spec.ts","",""
"","3481","TC-01:Successful contact form submission","chromium","2026-08-22","passed","2026-08-22","Contact Form","contact-form.spec.ts","",""
