"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","264","Should reject request with empty payload","webkit","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","309","Should fail with incorrect credentials via POST /api/auth/login","chromium","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","5658","Successful room booking","chromium","2026-08-21","passed","2026-08-21","Room booking","room-booking.spec.ts","",""
"","9357","TC-01:Successful contact form submission","webkit","2026-08-21","passed","2026-08-21","Contact Form","contact-form.spec.ts","",""
"","409","Should reject request with empty payload","firefox","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","316","Should fail with incorrect credentials via POST /api/auth/login","webkit","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","4283","Successful room booking","firefox","2026-08-21","passed","2026-08-21","Room booking","room-booking.spec.ts","",""
"","1120","TC-05: Should successfully submit contact message via POST /message/","webkit","2026-08-21","passed","2026-08-21","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","599","Should fail with incorrect credentials via POST /api/auth/login","firefox","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","418","Should reject request with empty payload","chromium","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","7807","Successful room booking","webkit","2026-08-21","passed","2026-08-21","Room booking","room-booking.spec.ts","",""
"","5205","Should successfully login with valid credentials via POST /api/admin/login","chromium","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","3799","TC-01:Successful contact form submission","firefox","2026-08-21","passed","2026-08-21","Contact Form","contact-form.spec.ts","",""
"","1199","TC-05: Should successfully submit contact message via POST /message/","chromium","2026-08-21","passed","2026-08-21","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","817","Should successfully login with valid credentials via POST /api/admin/login","firefox","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
"","1164","TC-05: Should successfully submit contact message via POST /message/","firefox","2026-08-21","passed","2026-08-21","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","4210","TC-01:Successful contact form submission","chromium","2026-08-21","passed","2026-08-21","Contact Form","contact-form.spec.ts","",""
"","865","Should successfully login with valid credentials via POST /api/admin/login","webkit","2026-08-21","passed","2026-08-21","API Tests - Admin","api-auth.spec.ts","",""
