"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","823","Should fail with incorrect credentials via POST /api/auth/login","chromium","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","602","Should reject request with empty payload","webkit","2026-08-20","failed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","559","Should reject request with empty payload","chromium","2026-08-20","failed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","2838","Successful room booking","firefox","2026-08-20","passed","2026-08-20","Room booking","room-booking.spec.ts","",""
"","1194","TC-05: Should successfully submit contact message via POST /message/","webkit","2026-08-20","passed","2026-08-20","API Tests - Contact Messages","api-messages.spec.ts","",""
"","2799","Successful room booking","chromium","2026-08-20","passed","2026-08-20","Room booking","room-booking.spec.ts","",""
"","568","Should successfully login with valid credentials via POST /api/admin/login","firefox","2026-08-20","failed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","2919","TC-01:Successful contact form submission","chromium","2026-08-20","passed","2026-08-20","Contact Form","contact-form.spec.ts","",""
"","5347","Successful room booking","webkit","2026-08-20","passed","2026-08-20","Room booking","room-booking.spec.ts","",""
"","558","Should reject request with empty payload","firefox","2026-08-20","failed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","1297","TC-05: Should successfully submit contact message via POST /message/","chromium","2026-08-20","passed","2026-08-20","API Tests - Contact Messages","api-messages.spec.ts","",""
"","1195","TC-05: Should successfully submit contact message via POST /message/","firefox","2026-08-20","passed","2026-08-20","API Tests - Contact Messages","api-messages.spec.ts","",""
"","3169","TC-01:Successful contact form submission","firefox","2026-08-20","passed","2026-08-20","Contact Form","contact-form.spec.ts","",""
"","562","Should successfully login with valid credentials via POST /api/admin/login","webkit","2026-08-20","failed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","9116","TC-01:Successful contact form submission","webkit","2026-08-20","passed","2026-08-20","Contact Form","contact-form.spec.ts","",""
"","755","Should successfully login with valid credentials via POST /api/admin/login","chromium","2026-08-20","failed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","601","Should fail with incorrect credentials via POST /api/auth/login","webkit","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","772","Should fail with incorrect credentials via POST /api/auth/login","firefox","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
