"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6671","Successful room booking","webkit","2026-08-20","passed","2026-08-20","Room booking","room-booking.spec.ts","",""
"","806","Should successfully login with valid credentials via POST /api/admin/login","chromium","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","2794","Successful room booking","firefox","2026-08-20","passed","2026-08-20","Room booking","room-booking.spec.ts","",""
"","210","Should reject request with empty payload","webkit","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","367","Should reject request with empty payload","firefox","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","870","TC-05: Should successfully submit contact message via POST /message/","firefox","2026-08-20","passed","2026-08-20","API Tests - Contact Messages","api-messages.spec.ts","",""
"","244","Should fail with incorrect credentials via POST /api/auth/login","firefox","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","775","Should successfully login with valid credentials via POST /api/admin/login","webkit","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","5698","Successful room booking","chromium","2026-08-20","passed","2026-08-20","Room booking","room-booking.spec.ts","",""
"","756","Should successfully login with valid credentials via POST /api/admin/login","firefox","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","264","Should fail with incorrect credentials via POST /api/auth/login","webkit","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","2950","TC-01:Successful contact form submission","chromium","2026-08-20","passed","2026-08-20","Contact Form","contact-form.spec.ts","",""
"","413","Should fail with incorrect credentials via POST /api/auth/login","chromium","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","2885","TC-01:Successful contact form submission","firefox","2026-08-20","passed","2026-08-20","Contact Form","contact-form.spec.ts","",""
"","369","Should reject request with empty payload","chromium","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","8090","TC-01:Successful contact form submission","webkit","2026-08-20","passed","2026-08-20","Contact Form","contact-form.spec.ts","",""
"","878","TC-05: Should successfully submit contact message via POST /message/","webkit","2026-08-20","passed","2026-08-20","API Tests - Contact Messages","api-messages.spec.ts","",""
"","723","TC-05: Should successfully submit contact message via POST /message/","chromium","2026-08-20","passed","2026-08-20","API Tests - Contact Messages","api-messages.spec.ts","",""
