"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5024","TC-01:Successful contact form submission","webkit","2026-08-19","passed","2026-08-19","Contact Form","contact-form.spec.ts","",""
"","4886","Successful room booking","chromium","2026-08-19","passed","2026-08-19","Room booking","room-booking.spec.ts","",""
"","695","Should successfully login with valid credentials via POST /api/admin/login","firefox","2026-08-19","passed","2026-08-19","API Tests - Admin","api-auth.spec.ts","",""
"","1054","TC-05: Should successfully submit contact message via POST /message/","firefox","2026-08-19","passed","2026-08-19","API Tests - Contact Messages","api-messages.spec.ts","",""
"","7402","Successful room booking","webkit","2026-08-19","passed","2026-08-19","Room booking","room-booking.spec.ts","",""
"","907","Should successfully login with valid credentials via POST /api/admin/login","chromium","2026-08-19","passed","2026-08-19","API Tests - Admin","api-auth.spec.ts","",""
"","3651","Successful room booking","firefox","2026-08-19","passed","2026-08-19","Room booking","room-booking.spec.ts","",""
"","830","TC-05: Should successfully submit contact message via POST /message/","webkit","2026-08-19","passed","2026-08-19","API Tests - Contact Messages","api-messages.spec.ts","",""
"","1196","TC-05: Should successfully submit contact message via POST /message/","chromium","2026-08-19","passed","2026-08-19","API Tests - Contact Messages","api-messages.spec.ts","",""
"","692","Should successfully login with valid credentials via POST /api/admin/login","webkit","2026-08-19","passed","2026-08-19","API Tests - Admin","api-auth.spec.ts","",""
"","449","Should fail with incorrect credentials via POST /api/auth/login","chromium","2026-08-19","passed","2026-08-19","API Tests - Admin","api-auth.spec.ts","",""
"","3399","TC-01:Successful contact form submission","firefox","2026-08-19","passed","2026-08-19","Contact Form","contact-form.spec.ts","",""
"","324","Should fail with incorrect credentials via POST /api/auth/login","firefox","2026-08-19","passed","2026-08-19","API Tests - Admin","api-auth.spec.ts","",""
"","306","Should fail with incorrect credentials via POST /api/auth/login","webkit","2026-08-19","passed","2026-08-19","API Tests - Admin","api-auth.spec.ts","",""
"","2984","TC-01:Successful contact form submission","chromium","2026-08-19","passed","2026-08-19","Contact Form","contact-form.spec.ts","",""
