"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7513","Successful room booking","webkit","2026-08-20","passed","2026-08-20","Room booking","room-booking.spec.ts","",""
"","802","Should successfully login with valid credentials via POST /api/admin/login","webkit","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","632","Should successfully login with valid credentials via POST /api/admin/login","firefox","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","2793","TC-01:Successful contact form submission","firefox","2026-08-20","passed","2026-08-20","Contact Form","contact-form.spec.ts","",""
"","927","TC-05: Should successfully submit contact message via POST /message/","firefox","2026-08-20","passed","2026-08-20","API Tests - Contact Messages","api-messages.spec.ts","",""
"","268","Should fail with incorrect credentials via POST /api/auth/login","webkit","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","3877","Successful room booking","firefox","2026-08-20","passed","2026-08-20","Room booking","room-booking.spec.ts","",""
"","261","Should fail with incorrect credentials via POST /api/auth/login","firefox","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","2955","TC-01:Successful contact form submission","chromium","2026-08-20","passed","2026-08-20","Contact Form","contact-form.spec.ts","",""
"","5341","Successful room booking","chromium","2026-08-20","passed","2026-08-20","Room booking","room-booking.spec.ts","",""
"","496","Should fail with incorrect credentials via POST /api/auth/login","chromium","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","11284","TC-01:Successful contact form submission","webkit","2026-08-20","passed","2026-08-20","Contact Form","contact-form.spec.ts","",""
"","845","Should successfully login with valid credentials via POST /api/admin/login","chromium","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","1101","TC-05: Should successfully submit contact message via POST /message/","webkit","2026-08-20","passed","2026-08-20","API Tests - Contact Messages","api-messages.spec.ts","",""
"","921","TC-05: Should successfully submit contact message via POST /message/","chromium","2026-08-20","passed","2026-08-20","API Tests - Contact Messages","api-messages.spec.ts","",""
