"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","768","Should successfully login with valid credentials via POST /api/admin/login","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","935","Should successfully validate valid token","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","914","TC-05: Should successfully submit contact message via POST /message/","firefox","2026-08-22","passed","2026-08-22","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","8219","TC-01:Successful contact form submission","webkit","2026-08-22","passed","2026-08-22","Contact Form","contact-form.spec.ts","",""
"","353","REQ-AUTH-01 Should fail with incorrect credentials via POST /api/auth/login","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","880","Should successfully validate valid token","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","748","Should successfully login with valid credentials via POST /api/admin/login","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","287","REQ-AUTH-04 Should reject request when username field is omitted","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","290","REQ-AUTH-05 Should reject request with empty payload","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","344","REQ-AUTH-03 Should reject login when username does not exist in the database","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","3703","TC-01:Successful contact form submission","chromium","2026-08-22","passed","2026-08-22","Contact Form","contact-form.spec.ts","",""
"","350","REQ-AUTH-01 Should fail with incorrect credentials via POST /api/auth/login","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","289","REQ-AUTH-04 Should reject request when username field is omitted","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","8287","Successful room booking","webkit","2026-08-22","passed","2026-08-22","Room booking","room-booking.spec.ts","",""
"","285","REQ-AUTH-04 Should reject request when username field is omitted","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","1231","TC-05: Should successfully submit contact message via POST /message/","webkit","2026-08-22","passed","2026-08-22","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","362","REQ-AUTH-03 Should reject login when username does not exist in the database","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","290","REQ-AUTH-05 Should reject request with empty payload","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","345","REQ-AUTH-03 Should reject login when username does not exist in the database","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","3759","Successful room booking","firefox","2026-08-22","passed","2026-08-22","Room booking","room-booking.spec.ts","",""
"","288","REQ-AUTH-05 Should reject request with empty payload","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","534","REQ-AUTH-02 Should reject login when password does not match username","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","665","REQ-AUTH-02 Should reject login when password does not match username","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","1176","TC-05: Should successfully submit contact message via POST /message/","chromium","2026-08-22","passed","2026-08-22","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","3410","TC-01:Successful contact form submission","firefox","2026-08-22","passed","2026-08-22","Contact Form","contact-form.spec.ts","",""
"","366","REQ-AUTH-02 Should reject login when password does not match username","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","1099","Should successfully login with valid credentials via POST /api/admin/login","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","5104","Successful room booking","chromium","2026-08-22","passed","2026-08-22","Room booking","room-booking.spec.ts","",""
"","330","REQ-AUTH-01 Should fail with incorrect credentials via POST /api/auth/login","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","817","Should successfully validate valid token","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
