"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","676","Should successfully login with valid credentials via POST /api/admin/login","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","309","REQ-AUTH-02 Should reject login when password does not match username","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","242","REQ-AUTH-04 Should reject request when username field is omitted","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","4859","Successful room booking","chromium","2026-08-22","passed","2026-08-22","Room booking","room-booking.spec.ts","",""
"","478","REQ-AUTH-01 Should fail with incorrect credentials via POST /api/auth/login","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","5447","TC-01:Successful contact form submission","webkit","2026-08-22","passed","2026-08-22","Contact Form","contact-form.spec.ts","",""
"","651","REQ-AUTH-01 Should fail with incorrect credentials via POST /api/auth/login","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","237","REQ-AUTH-04 Should reject request when username field is omitted","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","772","TC-05: Should successfully submit contact message via POST /message/","firefox","2026-08-22","passed","2026-08-22","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","803","TC-05: Should successfully submit contact message via POST /message/","webkit","2026-08-22","passed","2026-08-22","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","250","REQ-AUTH-05 Should reject request with empty payload","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","7645","Successful room booking","webkit","2026-08-22","passed","2026-08-22","Room booking","room-booking.spec.ts","",""
"","474","REQ-AUTH-03 Should reject login when username does not exist in the database","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","444","REQ-AUTH-02 Should reject login when password does not match username","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","300","REQ-AUTH-01 Should fail with incorrect credentials via POST /api/auth/login","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","253","REQ-AUTH-05 Should reject request with empty payload","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","844","TC-05: Should successfully submit contact message via POST /message/","chromium","2026-08-22","passed","2026-08-22","API Tests - Contact Messages","api-contact.messages.spec.ts","",""
"","3811","TC-01:Successful contact form submission","chromium","2026-08-22","passed","2026-08-22","Contact Form","contact-form.spec.ts","",""
"","272","REQ-AUTH-03 Should reject login when username does not exist in the database","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","2434","TC-01:Successful contact form submission","firefox","2026-08-22","passed","2026-08-22","Contact Form","contact-form.spec.ts","",""
"","417","REQ-AUTH-04 Should reject request when username field is omitted","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","3524","Successful room booking","firefox","2026-08-22","passed","2026-08-22","Room booking","room-booking.spec.ts","",""
"","246","REQ-AUTH-05 Should reject request with empty payload","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","911","Should successfully login with valid credentials via POST /api/admin/login","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","468","REQ-AUTH-03 Should reject login when username does not exist in the database","chromium","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","670","Should successfully login with valid credentials via POST /api/admin/login","webkit","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
"","299","REQ-AUTH-02 Should reject login when password does not match username","firefox","2026-08-22","passed","2026-08-22","API Tests - Admin","api-auth.spec.ts","",""
