"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6355","TC-01:Successful contact form submission","webkit","2026-08-20","passed","2026-08-20","Contact Form","contact-form.spec.ts","",""
"","473","Should fail with incorrect credentials via POST /api/auth/login","chromium","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","1119","TC-05: Should successfully submit contact message via POST /message/","firefox","2026-08-20","passed","2026-08-20","API Tests - Contact Messages","api-messages.spec.ts","",""
"","821","Should successfully login with valid credentials via POST /api/admin/login","webkit","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","5539","Successful room booking","chromium","2026-08-20","passed","2026-08-20","Room booking","room-booking.spec.ts","",""
"","3689","Successful room booking","firefox","2026-08-20","passed","2026-08-20","Room booking","room-booking.spec.ts","",""
"","421","Should reject request with empty payload","chromium","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","889","Should successfully login with valid credentials via POST /api/admin/login","chromium","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","271","Should reject request with empty payload","firefox","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","2894","TC-01:Successful contact form submission","firefox","2026-08-20","passed","2026-08-20","Contact Form","contact-form.spec.ts","",""
"","450","Should fail with incorrect credentials via POST /api/auth/login","firefox","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","3456","TC-01:Successful contact form submission","chromium","2026-08-20","passed","2026-08-20","Contact Form","contact-form.spec.ts","",""
"","1168","TC-05: Should successfully submit contact message via POST /message/","chromium","2026-08-20","passed","2026-08-20","API Tests - Contact Messages","api-messages.spec.ts","",""
"","1119","TC-05: Should successfully submit contact message via POST /message/","webkit","2026-08-20","passed","2026-08-20","API Tests - Contact Messages","api-messages.spec.ts","",""
"","7159","Successful room booking","webkit","2026-08-20","passed","2026-08-20","Room booking","room-booking.spec.ts","",""
"","310","Should fail with incorrect credentials via POST /api/auth/login","webkit","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","412","Should reject request with empty payload","webkit","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
"","833","Should successfully login with valid credentials via POST /api/admin/login","firefox","2026-08-20","passed","2026-08-20","API Tests - Admin","api-auth.spec.ts","",""
